,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1727946612,,,,,,,,,,0.1850415360905132,0.09654722052105402,,,,,,,,,,,,,
1728390685,,0.31335058025680856,0.14875160027659803,0.14824046290731374,0.3247561778380046,,,,,,,,,,,,,,,,,,,
1730080154,,,,,,0.32056583301659175,0.14084756690821656,0.12809938524590164,0.14741262580149392,0.14211508409489026,0.17116538696181474,,,,,,,,,,,,,
1729403368,,0.17456239174717017,0.16375769412878788,,,,,,,,,,,,,,,,,,,,,
1729473033,,,,,,,,,,,,,,,,,,,,,0.16317975671706472,0.15563236100076508,,
1727814679,,,0.24688074535409105,0.16336042462252975,0.17051374001184716,0.25966081044250355,,,,,,,,,,,,,,,,,,
1728786975,,,,,,,,,,,,,0.21056419932909604,0.11964705817443502,0.1482520358845339,0.14692243500617938,0.1824518293535193,,,,,,,
1728734479,,,,,,0.15731075710720485,0.3303113895569078,,,,,,,,,,,,,,,,,
1730006355,,,,,,,,,,,,,,,,,,0.21518511928407486,0.15258423081450095,0.167610493173258,0.15987891360640302,,,
1730309297,,,,,,,0.16881624173947132,0.1521970687373992,,,,,,,,,,,,,,,,
1728194787,,,,,,0.4211099879913063,0.43281362724192723,0.41323329227699446,0.17590140828188924,0.17749793957298363,0.19748836229726768,,,,,,,,,,,,,
1729747576,,,,,,,,,,,,,,,,,,,,,0.25131350795404733,0.19038865969888466,0.1872201871621128,0.19899044783752193
1729195516,,,0.30961766553059394,0.14481852671904336,0.1397533692156298,0.17754130014320915,,,,,,,,,,,,,,,,,,
1728182984,,,0.44719363514674776,0.15107847926857482,0.1564893808941477,0.30795787836159216,,,,,,,,,,,,,,,,,,
1729478775,0.17853424589512712,,,,,,,,,,,,,,,,,,,,,0.16907937374941148,0.16002619799023068,0.17541313559322033
1728508878,,,,,,,,,,,,,,,,,,,0.27843092287824456,0.1762399408726093,0.15280059981215846,0.18893549351092895,0.14984505741974044,0.15624526393869537
1729706472,,,,,,,,,,,,,,,,0.18556796029013653,0.10732121982925551,,,,,,,
1728402077,,0.2953118460518973,0.20676118558046047,0.14622742789132254,0.1530518506569837,,,,,,,,,,,,,,,,,,,
1729993818,,,0.18817509208879044,0.16546704544398602,0.1668738505620292,0.2051712294756356,,,,,,,,,,,,,,,,,,
1728699709,,,,0.2803485607710041,0.18737947724556012,0.2004737328701332,0.2486933807206284,,,,,,,,,,,,,,,,,
1729222503,,,,,,,,,,,,,,,,,0.27223773503707627,0.155363020863985,,,,,,
1728406157,0.15449370475812146,,,,,,,,,,,,,,,,,,0.4004785432115113,0.16193053164724577,0.17063908291401836,0.16161805923375705,0.15023109220515538,0.1488429389565678
1729103957,,,,,,,,,,,,,,,,,,0.16696027234267583,0.15066625042691256,0.15435868264421382,0.2011979428009771,,,
1729964657,,,0.34578052074878246,0.16586843515371347,0.16725068063446968,0.1863700569450081,,,,,,,,,,,,,,,,,,
1728960010,,,,,,,0.18304007444933518,0.16944664977991672,,,,,,,,,,,,,,,,
1729576934,,,0.2097682790126388,0.14509286380710598,0.14785849004374269,0.998299862333796,,,,,,,,,,,,,,,,,,
1729564574,,,,,,,,,0.47422250146513917,0.15870862754272536,0.1541281575323906,0.17081528494593165,,,,,,,,,,,,
1730105175,,,,,,0.17927080574682203,0.15485822007643557,0.15448717436501558,0.9995639428696669,,,,,,,,,,,,,,,
1728797236,,,,,,,,,,,,,,,,,,,0.1811885510460805,0.17021241268869175,0.16599605828162833,0.1831201171875,0.1483847270038842,0.2874223669594515
1729533918,,,0.30839859242794815,0.17058573265082408,0.18092578099178674,0.7475543332314252,,,,,,,,,,,,,,,,,,
1729305208,0.17679323358050847,,0.14811385504943503,0.1503760317355226,0.9980801167461159,,,,,,,,,,,,,,0.3158758993202684,0.15323501500706216,0.15180782684498587,0.18359107410840395,0.15235431563382767,0.15047316384180792
1729017904,,,,,,,,,,,,0.1983331843661723,0.18002884366802865,,,,,,,,,,,
1727954452,,,,,,,,,,,,,,,,,,0.1636543813468001,0.15184882723254609,0.15229424716057338,0.17920652182485655,,,
1730223136,,,,,,,0.4813943280210224,0.15682147811271174,0.16429887184286146,0.15771750226860254,0.159169466972928,0.2380866612078418,,,,,,,,,,,,
1728024373,,,,,,,,,,,,,,,,,,,,,,0.16110963915215165,0.1577975324043059,
1727818576,,,,,,,,,,,,0.18001483256452913,0.14700940383778027,,,,,,,,,,,
1730115432,,,,,,0.22810136755532015,0.16315062786899717,0.24562998312708653,,,,,,,,,,,,,,,,
1728709813,,,0.2968439674625018,0.14915578130218626,0.15502963255222105,0.8056534757568746,,,,,,,,,,,,,,,,,,
1729390935,,,0.2011768691098042,0.1663743923357442,0.1644966641249026,0.2208331383252362,,,,,,,,,,,,,,,,,,
