,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1726663052,,,,,,,,,,,,,0.14841354379348154,0.1747620597718254,,,,,,,,,,
1726405277,,,,,,,,,,,,,,0.17328678109551554,0.14862641242937852,0.14044516353283898,0.15325814629678672,0.18713144420903954,,,,,,
1726746370,,,,,,,,,,,,0.21775528747808298,0.3853478272229528,,,,,,,,,,,
1726675891,,,,,,,,,,,,,,,,,0.14864095391818694,0.15379579066850194,,,,,,
1726319116,,,,,,,,,,,,,,0.2085391590061764,0.15100608938972093,0.2335595978142601,0.15361298123079878,0.16158646653385816,0.15353823894729263,0.17985083545346903,0.2334775675643241,,,
1727301677,0.17177590049444239,,,,,,,,,,,,,,,,,,,,,,0.16605817617614413,0.14948519680669398
1727400375,,0.2014208054807311,0.1496934815098658,0.16138982935891505,0.28994817143707036,,,,,,,,,,,,,,,,,,,
1726544474,,,,0.26767278303179826,0.1575284239243943,0.16097625248015873,0.19791853012324845,,,,,,,,,,,,,,,,,
1725769818,,,,,0.2691497130816372,0.23835162117042158,0.24605128574382606,0.21773405997983872,,,,,,,,,,,,,,,,
1727446332,,,,,,,,,,,,,,,0.1663456894028103,0.14710840716980253,,,,,,,,
1725405411,0.16332736703682058,0.16469789345594682,0.1696496532090152,0.17109218042263297,0.17637679045970922,0.27111980498429283,,,,,,,,,,,,,,,,,,0.3728290747369959
1727412375,,,,,0.28282583671420547,0.15963529760166945,,,,,,,,,,,,,,,,,,
1726220298,,,,,,,,,,0.23626136564265537,0.16555024055437853,0.15782634842867233,0.15058850304555085,0.1505082262976695,0.1450489660575565,0.15285183836511299,0.11868406823799435,0.2155327231197034,,,,,,
1725312254,0.15059294153432376,0.15183820547301913,0.15017225922131147,0.291466618105362,,,,,,,,,,,,,,,,,,0.294714742358265,0.14873600527237021,0.14981645427766394
1726163000,,,,,,,,,,,,,,,,,,0.20234102585024458,0.14369998040530332,0.23611406621827075,,,,
1727507241,,,,,,,,0.23949812788018432,0.16377944021750726,0.15967954449084742,0.14212269585253456,0.1856653825844854,,,,,,,,,,,,
1726690410,,,,,,,,,,,,,,,,,,,,,0.1717349366233197,0.17939982215261543,0.5134712544747224,
