,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1732201572,,,,,,,,,,,,,,,,0.2907755755397384,0.3060138743162684,0.30410069109668025,0.29585421747391105,0.3077276637174834,,,,
1732917555,0.2770977949965847,0.2831952537995219,0.27713396249573086,0.3208578808060109,,,,,,,,,,,,,,,,,,,0.3184693049863388,0.28369459475324454
1731654075,,,,,,,,0.3205698579553576,,,,,,,,,,,,,,,,
1731707478,0.23402800012807376,0.3198167611210724,0.3065017316641052,0.8991593824709699,,,,,,,,,,,,,,,,,,0.36481536031420764,0.2708790930242486,0.2901924041581284
1731232274,,,,,,,,,,0.4048446485820994,0.3017808838536158,0.31808201093722455,,,,,,,,,,,,
1732468395,,,,,,,,,,,,,,,,,,0.3159353625210038,0.28437946140475845,0.3219134261077221,0.3023852153802601,,,
1731879974,0.2932316036420523,0.27895026325241984,0.28517929049455537,0.8273399985348608,,,,,,,,,,,,,,,,,,0.3595512007051573,0.29594875734932696,0.28638265417044767
1732655174,0.2964001885775862,0.30158246842861464,0.2908855052839534,,,,,,,,,,,,,,,,,,,0.32067249295787964,0.28211623397799457,0.30232257046846644
1731534493,0.3163360946479885,0.30963562344033574,0.307516695496824,0.30656013096453416,,,,,,,,,,,,,,,,,,0.36118397421355114,0.0,0.16816016333938294
1731664858,,,,,,,,,,,0.33242965439618644,0.299355192884887,0.2833594025865113,0.24959536105225988,0.3735118916254708,,,,,,,,,
1731686958,,,,,,,,,,,,,,,,,0.29706408754375463,,,,,,,
1731102677,0.28262171278961856,0.2821049547171019,0.28024179797507043,0.3995400705645161,,,,,,,,,,,,,,,,,,0.40359235491071427,0.28565770709325394,0.29531742531522015
1730629586,,,,,,,,,,,0.3200915458377472,0.2710574185646186,0.27377544395892184,0.3612979177701271,,,,,,,,,,
1731993803,,,,,,0.2968953756461466,0.2920876103833803,0.27746999640213815,0.26833127435287435,0.2808954912917058,,,,,,,,,,,,,,
1731275060,0.28089360116588447,0.27870750326381544,0.289791991154647,0.34620160567325486,,,,,,,,,,,,,,,,,,0.3457226975641195,0.2936962141806584,0.33438611608028157
1732900573,,,,,,,,,,,,,,,,,,0.3216234017460724,0.27132862306466304,0.29477356290556694,0.27110055391905735,,,
1732397196,0.2862045279167884,0.27740135348937023,0.29450298809480324,,,,,,,,,,,,,,,,,,,0.35647764579376096,0.2706380160770383,0.2804509852379822
1731749478,,,,,,,,,,0.33442166020961406,0.29969932826235446,0.3608636999153937,,,,,,,,,,,,
1731361277,0.24971160162447117,0.2914076443515336,0.2860470340593601,0.3366132440672924,,,,,,,,,,,,,,,,,,0.29246035393806186,0.27825676621992335,0.29550825146251986
1732382172,,,,,,,,,,,,,,,,,,0.312817753803514,0.2737826643318966,0.2943320135565824,0.33797342344903963,,,
1731352315,,,,,,,,,,,,,,,,,,,,0.3071074619427817,,,,
1731793820,0.2867499275140634,0.28059405934943016,0.2810882621867694,0.33716776327805376,,,,,,,,,,,,,,,,,,0.29553278304902103,0.27467412720083284,0.26772714923655755
1732827917,0.316227475613524,0.2893404341013418,0.2891573516213512,,,,,,,,,,,,,,,,,,,0.32207471254855224,0.3124802480579096,0.2861860268802966
1730455875,,,,,,,,,,,0.3024763579951084,0.27191650716465526,,,,,,,,,,,,
1732342574,,,,,,,0.31033495542019773,0.28682235114318505,0.28988838497528246,0.32446635273216806,0.30073396671963276,0.3310505219367938,0.28377067149246704,,,,,,,,,,,
1732224678,0.28999106197033897,0.2823112055267388,0.31289003997570863,,,,,,,,,,,,,,,,,,,0.36392406327622734,0.28772477774784483,0.28411268081531266
1731308232,,,,,,,0.29556037310072053,0.3044336304628759,0.28484942213933273,0.2736546413641526,0.28146478562127974,0.30683688591596175,,,,,,,,,,,,
1732483308,0.31051750963435126,0.30656950887638806,0.39137820688437563,,,,,,,,,,,,,,,,,,,0.35064639476640125,0.3534126892624927,0.31080683981863677
1732740851,0.29439856354754074,0.28524708377388786,0.2965316581248042,,,,,,,,,,,,,,,,,,0.3509196881363565,0.28599734198778193,0.2908414529977287,0.28299441230028194
1732268475,,,,,,,,,,0.3672581427470886,0.27973296066810344,0.2977757577959581,,,,,,,,,,,,
1731188902,0.2795569473823374,0.24954981811458884,0.27934993782225015,0.349171961759651,,,,,,,,,,,,,,,,,,0.4145451263798916,0.29048334421271815,0.2873015631197118
